Configuration[
MAP_NUM_ROWS=9
MAP_NUM_COLS=13
MAX_NUM_MOVING_OBJECTS=9
NUM_WALLS=9
ARRAY_WALLS=[(2,3);(2,1);(2,8);(4,5);(7,11);(5,8);(2,4);(6,1);(6,1)]
NUM_FAKE_WALLS=4
ARRAY_FAKE_WALLS=[(8,9);(3,9);(5,10);(5,10)]
SHERLOCK_MOVING_RULE=LDLLUURD
SHERLOCK_INIT_POS=(7,1)
SHERLOCK_INIT_HP=92
SHERLOCK_INIT_EXP=513
WATSON_MOVING_RULE=RD
WATSON_INIT_POS=(6,0)
WATSON_INIT_HP=40
WATSON_INIT_EXP=634
CRIMINAL_INIT_POS=(6,7)
NUM_STEPS=24
]
*********************************************************
ROUND : 0 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |  (w)|     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 8 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |  (w)| (Cc)|     |     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |  (w)|     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 8 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |  (w)| (Cc)|     |     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 8 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     | (Cc)|     |     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 1
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 2
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |  (w)|IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 9 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 1
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |  (W)|     |     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 2
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |  (w)|     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|  (w)|     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 10 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)| (cw)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 1
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)| (cw)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 2
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)| (cw)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|  (w)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |  (w)|     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |     |     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|  (w)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |  (w)|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|  (w)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 11 - TURN : 6
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|  (S)|     |     |     |     |  (W)|     |  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 1
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |  (W)|     |  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 2
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (c)|  (C)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     |  (W)|  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     |  (W)|  (w)|     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |  (w)|     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |  (w)|
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |     |
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 12 - TURN : 6
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |     | (Cc)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 0
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)|  (c)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|     |IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|  (S)|     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 1
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)|  (c)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|  (S)|IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 2
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     |  (C)|  (c)|
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|  (S)|IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 3
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|  (S)|IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |     |     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     | (Ww)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 4
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|  (w)|-----|     |     |
    6|  (S)|IIIII|     |     |     |     |     |     |     |     |     |     |     |
    7|     |     |     |     |     |     |  (w)|     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     |  (W)|     |     |-----|     |     |     |
*********************************************************
ROUND : 13 - TURN : 5
     |    0|    1|    2|    3|    4|    5|    6|    7|    8|    9|   10|   11|   12|
    0|     |     |     |     |     |     |     |     |     |     |     | (Cc)|     |
    1|     |     |     |     |     |     |     |     |     |     |     |     |     |
    2|     |IIIII|     |IIIII|IIIII|     |     |     |IIIII|     |     |     |  (w)|
    3|     |     |     |     |     |     |     |     |     |-----|     |     |     |
    4|     |     |     |     |     |IIIII|     |     |     |     |     |     |     |
    5|     |     |     |     |     |     |     |     |IIIII|     |-----|     |     |
    6|  (S)|IIIII|     |     |     |     |     |     |     |  (w)|     |     |     |
    7|     |     |     |     |     |     |  (w)|     |     |     |     |IIIII|     |
    8|     |     |     |     |     |     |  (W)|     |     |-----|     |     |     |
*********************************************************
